sentiment,Retweets
-1,"RT @Dwarfclone: @DocThompsonShow #WhatILearnedToday

How can there be 'global warming' when college campuses are so overrun with 'snowflakeÃ¢â‚¬Â¦"
-1,"RT @SpeakeasyJames: Tell that to the zealots of climate change here in Ontario. Huge waste of borrowed money x elec costs.
Brutal https://…"
-1,"RT @WalshFreedom: Trump picks someone to head up the EPA who has the nerve to question the veracity of global warming.

That's just awesome…"
-1,
-1,"RT @jeffswarens: Nope. 

Climate change is real and naturally occuring.

Man made climate change is a joke. "
-1,RT @RyanMaue: Those people losing sleep due to climate change are murdering each other at night. Crime skyrockets. 
-1,RT @seanhannity: NEXT Bill Cunningham and @MonicaCrowley weigh in on the left and media talking about “fake news” and climate change  #Hann…
-1,RT @worldnetdaily: Sorry global warming liars... Arctic sea ice today is about the same thickness as it was  years ago. …
-1,"RT @Dork_Power: #IfOnlyTheEarthCouldSpeak, it would tell everyone climate change has been occurring since Earth: Day ."
-1,"RT @SteveSGoddard: If you follow me on twitter and read my blog, you know that catastrophic global warming is the biggest scam in science h…"
-1,RT @RossGittins: Climate change? What climate change?  #climatechange #ausecon #ausbiz #auspol
-1,RT @DineshDSouza: The Democrats--with time on their hands--are working on some amazing ideas to end climate change on Mars …
-1,
-1,
-1,
-1,RT @JunkScience: We don't 'believe' in gravity. It is a predictable force.... in contrast to climate change which is not predictable…
-1,RT @theblaze: Liberals have epic meltdown after NYT columnist suggests science behind climate change isn’t certain…
-1,"RT @ANow: The Science Is Settled LIARS
World leaders duped by manipulated global warming data  via… "
-1,
-1,
-1,RT @Stevenwhirsch: Remember when Al Gore predicted the ice caps would melt by ? Man has nothing to do with climate change. It's a…
-1,RT @derekahunter: Now they make  year predictions of doom &amp; gloom for climate change because no one will be around to call BS when it do…
-1,RT @paulbenedict: @Rubysayzz @theblaze People believing global warming &amp; Darwin will believe anything. Sad when an enemy makes more s…
-1,
-1,RT @ChrisIsTheSaint: @SupaBudda @xKidxGuccix Cause climate change is just as retarded as his 'music'... 'Yeah' *Uzi's gay ass voice*
-1,"RT @mmccdenier: Trump has the shovel now, and it's time to bury the pseudoscience of climate change... "
-1,"RT @BienMart: Turnbul is not a scientist, worse, he believe scientist who are paid to lie about 'global warming' it is good for b…"
-1,"RT @SteveSGoddard: Nobody personally sees any evidence of climate change. When the funding is cut off, the scam dies. …"
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,
-1,"RT @GOPBullhorn: Obama blames ISIS on climate change, guns &amp; George Bush.

If we could all just follow his model in Chicago....

#ObamaLega…"
-1,RT @RedHotSquirrel: I believe that man-made global warming is a devious money-making scam designed to feather the nests of the rich at the…
-1,RT ltoddwood 'BlueStates no that is not true...the  did not get their sign off...its a lie...just like climate change...why they don't w…
-1,RT @SteveSGoddard: Warm days are climate. Cold days are caused by climate change.
-1,"RT @JoshNoneYaBiz: Last I checked climate change wasn't running people over with trucks, shooting up nightclubs, or raping the women of Eur…"
-1,"RT @bfraser: 🇺🇸🇺🇸 #AmericaFirst 

'It's crazy to think that climate change takes priority over terror.' ~ @greggutfeld… "
-1,RT @MousseauJim: Record breaking STUPIDITY makes you a Green Party Leader. We all know climate change is a scam. Give it up morons. https:/…
-1,
-1,
-1,RT @um: Murdoch 'climate change' sons along w moslem major stockholder are destroying FoxNews. Maybe our new place:…
-1,
-1,"RT @MORECENTS: @DCTFTW @cathmckenna Yeah Cathy, Did my SUV cause this ? MANN-MADE-UP global warming is a scam"
-1,
-1,RT @KTHopkins: Pruitt is not a climate change denier. He is a brave acceptor that climate change is a naturally recurring process. #PruittS…
-1,RT @lukesilka: @Besnaz climate change is a hoax! Anways what would a hurricane have to do with it?
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,
-1,RT @_Makada_: Pope Francis gave Trump a book of his writings on 'climate change.' He wants to tax cars while he lives in a palace &amp; flies a…
-1,RT @antiecm: They will go back to global warming soon. See Winter is over and Summer is coming. Why are so confused? You are ri…
-1,"RT @SoCalTrump: Last year the government spent $, of your tax dollars on a climate change musical. This is the WASTE that the…"
-1,
-1,
-1,
-1,
-1,
-1,
-1,"RT @EladHutch: Sharia law has hurt more people than, 'climate change'. #Fact

#MarchAgainstSharia"
-1,"RT @DixonDiazU: Liberals: Weather is not the same as climate.

Also Liberals: See this bad weather? That's climate change."
-1,
-1,
-1,"RT @BrosukeH: It's also why the liberals want to stop global warming

Their lizard overlords are literally being COOKED ALIVE"
-1,"RT @SonofLiberty: As a Texan, I totally believe in climate change, in Texas we call it seasons. #climatemarch"
-1,"RT @timgw: Surprise TRUTH about global warming revealed, liberals SILENT…   AllenWest

Surp…"
-1,"RT @shelliecorreia: The term 'climate change', was coined to give them a free pass on the climate.  Whether it is hot or cold, it is al… "
-1,"RT @SouthLoneStar: Mentally disabled liberals protesting against climate change.
They completely lost touch with reality.
#climatemarch htt…"
-1,RT @JunkScience: Exclusive Photo! American Meteorological Society meets to attribute 's bad weather to climate change.…
-1,
-1,RT @LifeSite: Vatican helps the Catholic Left elect Democrats by creating a new ‘non-negotiable’: climate change. 
-1,RT @Stevenwhirsch: Wake up libs! Radical Islamic terrorism is a much bigger threat than climate change. We're lucky to have a POTUS wh…
-1,
-1,
-1,
-1,
-1,
-1,
-1,RT @ian_mckelvey: Republicans don't ignore 'climate change'. We simply recognize it for what it is: a very large-scale wealth redistr…
-1,
-1,
-1,RT @SteveSGoddard: The IPCC is a governmental organization whose sole purpose from day one was to push global warming propaganda. …
-1,"RT @RonNehring: If the 'solution' to 'climate change' was lower taxes, smaller government, and more freedom, would leftists still be intere…"
-1,
-1,RT @BobRey: Some millennials actually believe that they are going to die young because of climate change. How stupid is that?Ã¢â‚¬Â¦
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,
-1,"RT @BasedElizabeth: Liberals are more worried about Islamaphobia (which they invented, kind of like global warming) than they are about…"
-1,RT @davidharsanyi: Does it bother any of these preening journalists that climate change predictions have been laughably wrong for the past…
-1,
-1,
-1,RT @akselgarry: Don't need to worry about climate change in Europe. In time the Muslims will have killed everyone before mother nat…
-1,"RT @TheRenewALL: 'Hello viewers of #CNN There is NO global warming'
Founder of weather channel to #CNNisISIS

#Trump #DrainTheSwamp…"
-1,RT @SteveSGoddard: Worried about climate change 
-1,RT @redsteeze: That's not climate change currently turning your city into a war zone 
-1,RT @daveaps: @KGBVeteran Aren't these the same assholes screaming global warming so they light a diesel generator on fire and create haza…
-1,RT @DylanHBroady: Inner-city neighborhoods have become WAR ZONES but 'global warming' is our biggest issue? NO JOBS but 'transgender' issue…
-1,
-1,
-1,"RT @DavidLimbaugh: Analogously, if you adopt all the Left’s draconian climate change policies you don’t change mean temperature appreciably…"
-1,
-1,RT @realDonaldTrump: Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional Ã¢â‚¬Ëœglobal warmingÃ¢â‚¬â„¢ isÃ¢â‚¬Â¦
-1,
-1,"RT @sean_spicier: You know they're going to ruin it w/all the, 'What the eclipse tells us about climate change' hysteria in the aftermath
#…"
-1,"RT @TedKaput: Liberal tears may soon beat climate change as the leading cause of rising sea levels.#TrumpRiot
We are theÃ¢â‚¬Â¦"
-1,"RT @PolitixGal: When govt controls scientific research via grant money, there is no truth, only agenda. Obama Regime pushed global warming."
-1,"RT @mitchellvii: In case you worried about Trump meeting Al Gore, he just tapped a major manmade climate change denier to head the EPA. Lib…"
-1,RT @SteveSGoddard: The global warming is bad in New York today 
-1,"RT @RyanMaue: Just read through the study supposedly entirely refuting Scott Pruitt on climate change. Nope, they actually confirmed exactl…"
-1,RT @MikePenceVP: Nice to see @ElonMusk complaining about climate change while he's flying around in his Private Jet. Hypocrite! …
-1,"RT @KiranOpal: Communist agenda:

pm: read a bedtime story to the kids about how climate change was reversed by collective innovation &amp; co…"
-1,
-1,RT @saifedean: The idea that there is a consensus among scientists on CO emissions causing global warming only exists in media &amp; PR releas…
-1,
-1,
-1,"RT @joelpollak: If you pretend the first Category  hurricane in  years has anything to do with global warming, you're not a scie…"
-1,"RT @loftyjester: Of course they have, fuck all to do with FAKE climate change, all to do with trade partnerships. "
-1,
-1,
-1,
-1,
-1,"RT @Cernovich: Same 'experts' who said Hillary would win claim 'climate change' is real. LOL! Go away, morons, you know nothing and you losÃ¢â‚¬Â¦"
-1,RT @CampersHaven: @docdhj @warrenwarmachi Thank you @realDonaldTrump climate change is a fake and a way to get money for globalist
-1,
-1,RT @SteveSGoddard: California is suffering some particularly severe global warming this year 
-1,"RT @petefrt: Exposed: How world leaders were duped into investing billions over manipulated global warming data 

#tcot #p…"
-1,
-1,
-1,
-1,
-1,RT @USFreedomArmy: Climate change (proven). Man-made global warming (unproven). Separate fact from fiction at http://t.co/WGxVIFdVZ. httpÃ¢â‚¬Â¦
-1,"RT @PolitiBunny: You just proved my point - if climate change were a thing, banning hunting wouldn't matter. Bears would be dying an…"
-1,
-1,
-1,
-1,
-1,RT @InfidelAnna: @RobinWhitlock because of 'climate change''?? Stop making me laugh 😂😂😂😂
-1,"RT @RealAssange: Just a thought:

I cant remember if @algore invented the internet before or after he invented global warming."
-1,RT @kwilli: CNN's Brian Stelter destroyed by Weather Channel founder John Coleman over global warming. It is a hoax. …
-1,
-1,RT @LiberalLogic: Liberals are always talking about how science confirmed climate change but at the same time talking about how there…
-1,"RT @mitchellvii: Larry King, 'Everyone can tell there's global warming!' Really? Even believers say its been about  degree in  years. C…"
-1,"RT @PaulCarfoot: No Scientist denies climate change, #climate is changing all the time, whether it be warming or cooling, it always… "
-1,
-1,
-1,"RT @geertwilderspvv: No Mr. President terrorism is not linked to climate change but to Islam. 

I will spell it for you: 

I S L A M https:…"
-1,
-1,RT @PrisnPlant: Anyone lecturing me about the 'science' behind global warming explain this 'science'; I was born with  ball &amp;  toes. F…
-1,
-1,
-1,RT @martinhume: EPA Chief admits that carbon dioxide is not a primary contributor to global warming –  …
-1,
-1,"RT @joshgremillion: .@BarackObama screeched and cried about global warming. Now retired, he is on a  ft yacht in Tahiti. #Hypocrite #mag…"
-1,
-1,RT @USFreedomArmy: The real global warming based on BHO foreign policy. Fight back for America. Enlist ----&gt; http://t.co/oSPeYQMpH. http:/…
-1,RT @cosmofghjkl: not buying into that jewish global warming propaganda or whatever
-1,
-1,RT @ClimateTruthNow: The science fiction of man-made global warming is rapidly being exposed by legitimate climate science: Ã¢â‚¬Â¦
-1,RT @YeahKenOath: @TurnbullMalcolm If you and your climate change wanker set hadn't dictated that we had to save the world by cutting…
-1,RT @JoePcbfirearms: @kbari @gato_gator @weeklystandard that's what the global warming agenda was really about. Contracts. Wake up! #corr…
-1,
-1,
-1,RT @Doc_: The Great Anti-Trump Bellwether Election is like global warming: the apocalypse is rescheduled each time it fails to materialize.
-1,
-1,
-1,"RT @SteveSGoddard: - @NASA has tripled global warming since the year , during a time when satellites show no temperature increase.Ã¢â‚¬Â¦"
-1,RT @JaredWyand: It's not. Man made climate change isn't real at all lol. 
-1,"RT @ABPolitical: This has NOTHING to do with the 'climate change' SCAM &amp; EVERYTHING to do with funding the RADICAL UN, agenda Ã¢â‚¬Â¦"
-1,
-1,"RT @NotJoshEarnest: As usual, we're right again. Yesterday's hijacking was all about climate change. The hijackers wanted to trade Libya's…"
-1,RT @jerome_corsi: In one hour TRUMP ANNOUNCES -- USA completely PULLS OUT of PARIS CLIMATE ACCORD - will cause looney left climate change h…
-1,
-1,"RT @trutherbotgreen: Evidently some of you have never seen that @algore's chart shows CO levels increase FOLLOWING global warming, rather…"
-1,"RT @pablothehat: @NickFerrariLBC 
How world leaders were duped into investing billions over manipulated global warming. 
…"
-1,
-1,RT @ppalotay: Another day in paradise lost #toronto #chemtrails #geoengineering #srm global warming hoax 
-1,
-1,
-1,"RT @SwampBabe: @UKMoments Wait, I thought climate change was a bigger threat than ISIS. where is the rabid faux outrage now, snowflakes??"
-1,RT @Mrfarrago: “catastrophic man-made global warming” is nothing more than an elaborate hoax   …
-1,RT @lovabledeplora: @nytimes Wow.. this is profound insight.. better let the global warming folks know cause their cause is proven FAKE no…
-1,"RT @LemieuxLGM: Or for the federal courts being packed by judges who think the th Amendment is a myth, like global warming …"
-1,"RT @LindaSuhler: The NOAA global warming fraud just revealed is what happens if you pay ppl to PROVE a hypothesis.
You get BAD science &amp; WO…"
-1,
-1,
-1,
-1,RT @mikandynothem: Antarctic ice at record high levels. Scientists cannot explain the expanding ice with fabled 'global warming'.…
-1,RT @DRUDGE_REPORT: Veers off script on 'climate change'... 
-1,
-1,RT @Ted_Macc: @ElGrumpisimo Since it's conception climate change has had different names to suit the agenda.  years of predictions haven'…
-1,RT @sarahlyonsinc: There is no such thing as man made climate change. Problem solved. #StepsToReverseClimateChange 
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,
-1,
-1,
-1,"RT @BIZPACReview: Whistleblower admits scientists manipulated data, making global warming seem worse to help Obama… "
-1,RT @AMike: CON ARTIST Al Gore group demands $ trillion to fight global warming #mat …
-1,"RT @mmccdenier: The Trudeau gov luvs  call Cdns who don't believe man-made global warming, “climate deniers.”
That would be me …"
-1,RT @theboltreport: WATCH: The former head of Australia's National Climate Centre says we shouldn't be panicked by the global warming s…
-1,
-1,RT @foxandfriends: .@GiannoCaldwell: For Al Gore to compare civil rights to climate change shows the Dem Party isn’t ready to offer re…
-1,
-1,"RT @NatShupe: So Obama and Hillary had nothing to do with this, climate change caused this.  Got it. "
-1,
-1,RT @AMike: Looney Denmark calls for tax on red meat because cattle flatulence 'is causing climate change' | Daily Mail Online …
-1,
-1,RT @CrazyinRussia: Russians are sick of your global warming. 
-1,"RT @SteveSGoddard: We can focus on actual environmental problems, rather than imaginary climate change. "
-1,RT @SteveSGoddard: Democrats believe that imaginary climate change is the most serious threat the world faces. It is much easier than…
-1,
-1,
-1,
-1,
-1,
-1,RT @jchr: BBC News concentrates on Trump &amp; global warming with great negativity. Trump will out the GW liars &amp; engage sensible science.
-1,
-1,
-1,"RT @AssaadRazzouk: Here we go again: Reckless G wants to ramp up global warming dangers

#climate "
-1,
-1,
-1,RT @SteveSGoddard: The global warming is particularly bad here in Colorado today. 
-1,RT @reveldor: Does our Prime Minister really believe that global warming happened in . Please tell him that it started  years ago.
-1,RT @mindthet: Libtards get so triggered by healthcare and climate change now if you'll excuse me I have to bust my door down beca…
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,RT @tan: Brainwashed kid (): 'The world is just going to become bleak and boring if we don’t stop (climate change)' …
-1,
-1,
-1,"RT @SenatorMRoberts: Yes. A , paper on the flaws of climate change scams. I have a website with all of my research. Ã¢â‚¬Â¦"
-1,
-1,RT @JohnColemanMRWX: A bombshell about the bad CO science about climate change. Dr John Bates retires from NOAA and spills the beans.…
-1,"RT @spark_show: Christ. 
This is why we will be wiped out in the future. Not climate change. This. 
#PussyGeneration "
-1,
-1,RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦
-1,
-1,RT @hrkbenowen: Bill Nye whines at CNN for having actual SCIENTIST on who doesn’t support climate change doctrine 
-1,RT @peacelovedixie: @CraigRBrittain @balkan_princeza Can we please stop calling it 'climate change research' and call it what it is: social…
-1,
-1,"RT @NewtTrump: The Trump administration just disbanded a useless federal advisory committee on 'climate change'

Drain the Swamp! …"
-1,RT @darreljorstad: Funny as hell! Canada demands 'gender rights' and 'climate change' in a trade deal while Soviet dairy boards untouc…
-1,"RT @Stevenwhirsch: Thankfully, America has a President that recognizes Radical Islamic Terrorism is a bigger threat than climate change.…"
-1,
-1,
-1,
-1,RT @npnikk: Obama debunks global warming hoax - that is THREAT from SPACE he afraids .. STUNNNING ... 
-1,"RT @MattWakhu: RT “@realDonaldTrump It's freezing outside, where the hell is 'global warming'??” "
-1,
-1,RT @ClimateDepot: ALERT: A Joyful Day in DC! White House declares 'global warming' funding is ‘a waste of your money’ …
-1,
-1,RT @blkahn: Aaaaaand @GreenPartyUS deleted their global warming rain tweet but in case you missed the stupid 
-1,
-1,RT @Stevenwhirsch: Obama can take a  plane to rally for Hillary and then ask us (tax-payers) to support 'climate change'. Hypocrite muÃ¢â‚¬Â¦
-1,
-1,
-1,
-1,
-1,"RT @SteveSGoddard: After ten years of intensive study, I have reached the unavoidable conclusion that the people pushing climate change are…"
-1,
-1,RT @SheriffClarke: Going where? One last joyride on taxpayers dime. Will global warming zealots chastise him for the carbon emissions?…
-1,
-1,
-1,
-1,
-1,RT @DougWil: Too bad CAL can't afford to EXIT. They waste their tax revenue on giveaway programs and climate change lies so thei…
-1,
-1,"RT @asamjulian: How Democrats Keep America Safe
. Open borders
. Unlimited refugees
. Don't offend Muslims
. Prioritize climate change…"
-1,
-1,RT @S_Driscoll: Play a college sport in the 'spring' semester and you'll never believe in global warming again
-1,
-1,RT @Climate_Cop: #ClimateGate  EPA Chief McCarthy blames Boston's 'worst winter ever' on global warming
-1,
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
-1,
-1,"RT @KurtSchlichter: If those of us who speak climate truth are 'Climate Deniers,' doesn't that make the climate change scammers 'Climat…"
-1,RT @USFreedomArmy: Climate change (proven). Man-made global warming (unproven). Separate fact from fiction at http://t.co/WGxVIFdVZ. httpÃ¢â‚¬Â¦
-1,
-1,
-1,RT @sandydubya: Study: Earth cooler now than when Al Gore won Nobel Peace Prize for global warming work  @ScotsFyre…
-1,
-1,
-1,"RT @JaredWyand: Steve Bannon means bye bye to the climate change scheme we're spending $,,, a year on for 'research'

Ã¢â‚¬Â¦"
-1,"RT @PaulCarfoot: #Solar activity, ocean cycles, &amp; water vapor explain % of climate change since , NOT CO!  #A…"
-1,"RT @Trawlercap: @SteveSGoddard @JunkScience @Carbongate I hear they want to protect polar bears from “climate change” good one, fro… "
-1,RT @realmikedoughty: Stay safe. All these snowflakes falling due to global warming can be dangerous. #algore #climatechange #SnowStorm
-1,
-1,"RT @dril: al gore conference on global warming..canceled by SNOW!! 'Guh, BLugh Durr' says the dumb man, while he pees into his comically la…"
-1,RT @hrkbenowen: Bill Nye blows gasket when a real scientist schools him on facts about ‘climate change’ 
-1,"RT @JennJacques: @AP It was  degrees this morning, calm down, climate change alarmists."
-1,"RT @pepesgrandma: If anyone watched the hearing on the EPA science behind global warming, there is none. 
#globalwarming #EPA…"
-1,RT @COLRICHARDKEMP: Of course @ProfBrianCox is right: there must be no dissent from the climate change religious doctrine - in case the…
-1,
-1,
-1,
-1,RT @PeculiarBaptist: Scott Pruitt is correct to question human activity as main cause of global warming. 'Consensus' argument is a joke. ht…
-1,RT @realDonaldTrump: The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy orÃ¢â‚¬Â¦
-1,"RT @EcoSenseNow: My letter on climate change in the Boston Globe today

' house of cards is falling'"
-1,"RT @SteveSGoddard: If you still believe the global warming scam after reading this post, then you are an idiot.
 htt…"
-1,
-1,
-1,
-1,
-1,
-1,RT @GajaPolicy: Global warmists brace for snow dump on climate change narrative  
-1,"RT @TEN_GOP:  more dead in London because of climate change. Oh wait, nope, it's Islamic terrorism again.
#LondonAttacks …"
-1,
-1,RT @ClimateDepot: Climatologist Dr. Judith Curry: 'Anyone blaming Harvey on global warming doesn’t have a leg to stand on' …
-1,"RT @LCARS_: The concept of global warming was created by and for the Chinese, to make U.S. manufacturing noncompetitive. 
--Donald J. Tru…"
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??"
-1,
-1,
-1,"RT @Longshoreman: Ah the Intellectual Elites. They know best!
World leaders duped by manipulated global warming data …"
-1,
-1,
-1,RT @JackPosobiec: EU leaders just spent a week lecturing Trump that climate change is a bigger threat than ISIS
-1,RT @roycan: FORKED-TONGUE: Candidate Jill Stein 'My AG will prosecute Exxon for lying to the world about climate change.' She i…
-1,RT @BigJoeBastardi: Apparently human induced climate change is trying to trick you into believing its natural cause it resembles reversals…
-1,RT @joncomulada: Me looking for scientists that got rich by propagating the idea of climate change. 
-1,
-1,
-1,"RT @RyanMaue: Just wait until next week, Sally.  You'll be begging for some 'global warming' "
-1,
-1,
-1,RT @lauracorella: Honestly shut the fuck up about 'climate change'. Like you fucks really give a shit. Stop fronting.
-1,
-1,RT @charliekirk: America should not do deals with leaders that think climate change is a bigger deal than killing ISIS. #ParisAgreement
-1,RT @DVATW: We can but hope. It’s time the entire fraudulent nihilistic “climate change” industry was brought down to its knees …
-1,RT @JohnColemanMRWX: Donald Trump is sworn in as President-The climate change pages are removed from the Presidential website. Hooray.…
-1,
-1,RT @_Makada_: Pope Francis st said Trump is bad for wanting to build a wall &amp; now lectures him on 'climate change' in his huge palace prot…
-1,"RT @tedcruz: If you believe in global warming, read this. The Obama science-deniers hide &amp; try to cover up -year-long 'pause'… "
-1,
-1,
-1,RT @politicalelle: Seeing liberal leaders tweet frantically about the deadly nature of climate change but not radical Islam is truly someth…
-1,
-1,RT @LarryT: #Glaciation that has been happening throughout all our ice ages. The climate change geeks mistake this for global w…
-1,
-1,
-1,RT @AbnInfVet: Man-made global warming is still a myth even though they now call it climate change. Enlist ----&gt;…
-1,
-1,RT @SaveLibertyst: Graph of CO and temperature for the last  million years. No correlation=CO doesn't control global warming. Cli…
-1,"RT @MiltonWolfMD: Nice try, @TheHill. The term 'climate change denier' is pure propaganda.

How about we start calling pro-abortionis… "
-1,"RT @Motofe: We've had coal forever, long before 'climate change' what was done? "
-1,"RT @GroverNorquist: Why does the Left refuse/fear to debate the science of Global cooling/global warming/now climate change?
Confident peoÃ¢â‚¬Â¦"
-1,"RT @NaughtyBeyotch: With video. According to liberals, you MUST accept their dogma on global warming... "
-1,RT @craftyguy: California legislature just passed a phony climate change tax to pay for all the illegals and deadbeats ..
-1,"RT @GadSaad: Hey @BillNye, you are off the hook.  It's due to boredom not climate change.  We found the culprit! "
-1,RT @tan: Gasp: 'head of the EPA says he does not agree that carbon dioxide is the main driver of climate change' 
-1,
-1,"RT @omnologos: Hypocrisy never far from alarmists. @EdwardJDavey now wants debate, when climate change minister he complained abou…"
-1,RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦
-1,"RT @JohnKStahlUSA: Obama fired top scientist to advance climate change plans. Barry wouldn't do that, would he? #tcot #ccot #gop #maga http…"
-1,RT @BreitbartNews: “We who voted for you consider stopping this climate change madness one of your key promises.” 
-1,RT @kdlewis: World leaders duped by manipulated global warming data 
-1,"RT @truckerbooman: Should America spend trillions a year 
For hundred years to slow global warming to  degree 
@seanhannity #MAGA"
-1,
-1,
-1,"RT @faithav_: Facts: There are  genders, global warming is made up, the pay gap isn't real, women have equal rights, guns save lives &amp; tax…"
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,
-1,"RT @SarrahHuckabee:  attacks in one night, including the especially horrific #LondonBridge attack

But make no mistake, climate change…"
-1,
-1,RT @Sadieisonfire: Hey Obama if global warming is real how come its so cold outside
-1,
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
-1,RT @JackPosobiec: Same paid protesters as the global warming protest 
-1,
-1,RT @pscully: @lisa @dorbar @HuffPostPol  our liberal global warming asshole lawmakers are regulating shit unnecessarily.
-1,
-1,
-1,"RT @SenatorMRoberts: Yes. A , paper on the flaws of climate change scams. I have a website with all of my research. Ã¢â‚¬Â¦"
-1,"RT @JessieJaneDuff: Obama years: 'Socialized medicine, open borders, dislike of the military &amp; the religion of climate change'
@Varneyco ht…"
-1,
-1,"RT @USAneedsTRUMP: World leaders duped by manipulated global warming data  

I HAVE BEEN SAYING THIS FOR YEARS!"
-1,"RT @OpChemtrails: Engineering the climate, then blaming you for global warming #CarbonTax #ROCKYMOUNTAINS  #OpChemtr…"
-1,
-1,RT @tan: Scammer Mann claims the scientific community has concluded that climate change is 'settled science' 
-1,
-1,
-1,
-1,
-1,
-1,RT @DavidAHoward: @pablothehat @clivebull @LBC One of the best lectures you'll ever see on fake climate change. The debunking is extremelyÃ¢â‚¬Â¦
-1,"RT @PoliticalShort: Little over  months.  terror attacks. But the elites say the real threat is 'climate change'. 

You can only igno…"
-1,"RT @artyvanguard: 'Most scientists agree that man made climate change is real.'

Fact: science is NOT based upon a consensus 

 #FakeGlobal…"
-1,"RT @TeriAnne: Fake global warming at its finest ��
#GlobalWarming #ElectricCars "
-1,RT @GoodScienceFYou: @Geralt_f_Riv @SandraHartle @RealJamesWoods The problem for you is evidence. There is no global warming. It is a ho…
-1,
-1,"RT @SteveSGoddard: Chicago Democrats have shot nearly , other Chicago Democrats already this year. I blame climate change. …"
-1,
-1,"RT @SteveSGoddard: The global warming scam began this week in . Watch this video to see how it happened.
"
-1,
-1,
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by  due to climate change are concerned about 'fakeÃ¢â‚¬Â¦
-1,
-1,RT @CounterMoonbat: The only part of the science that's truly settled is climate change turns people into lunatics. 
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦
